1	53 
2	19 
3	70 
4	56 
5	77 
6	1 
7	72 
8	80 
9	73 
10	38 
11	82 
12	35 
13	11 
14	51 
15	83 
16	32 
17	50 
18	69 
19	19 
20	73 
21	59 
22	26 
23	29 
24	83 
25	19 
26	65 
27	39 
28	17 
29	46 
30	79 
31	56 
32	74 
33	3 
34	69 
35	97 
36	93 
37	34 
38	19 
39	12 
40	61 
41	24 
42	59 
43	84 
44	64 
45	77 
46	17 
47	46 
48	88 
49	50 
50	34 
51	43 
52	98 
53	90 
54	15 
55	39 
56	88 
57	58 
58	45 
59	71 
60	45 
61	32 
62	8 
63	69 
64	31 
65	81 
66	55 
67	81 
68	68 
69	33 
70	92 
71	11 
72	28 
73	31 
74	78 
75	95 
76	59 
77	21 
78	47 
79	39 
80	71 
81	33 
82	15 
83	69 
84	14 
85	41 
86	60 
87	79 
88	89 
89	44 
90	90 
91	83 
92	15 
93	66 
94	46 
95	40 
96	59 
97	27 
98	34 
99	4 
100	103 
101	68 
102	101 
103	89 
104	73 
105	20 
106	69 
107	58 
108	15 
109	22 
110	82 
111	69 
112	68 
113	7 
114	15 
115	8 
116	5 
117	72 
118	49 
119	56 
120	43 
121	55 
122	16 
123	62 
124	19 
125	27 
126	59 
127	92 
128	64 
129	87 
130	31 
131	62 
132	100 
133	81 
134	102 
135	92 
136	76 
137	69 
138	54 
139	77 
140	56 
141	21 
142	80 
143	13 
144	82 
145	88 
146	71 
147	6 
148	46 
149	18 
150	90 
151	42 
152	30 
153	60 
154	85 
155	63 
156	79 
157	38 
158	6 
159	53 
160	62 
161	17 
162	9 
163	96 
164	71 
165	56 
166	31 
167	53 
168	9 
169	58 
170	91 
171	57 
172	91 
173	31 
174	102 
175	74 
176	51 
177	102 
178	21 
179	2 
180	58 
181	41 
182	34 
183	14 
184	71 
185	25 
186	64 
187	11 
188	16 
189	26 
190	49 
191	74 
192	99 
193	75 
194	73 
195	32 
196	47 
197	16 
198	77 
199	46 
200	53 
201	30 
202	45 
203	56 
204	103 
205	101 
206	46 
207	104 
208	82 
209	31 
210	103 
211	55 
212	74 
213	6 
214	49 
215	18 
216	39 
217	31 
218	83 
219	92 
220	80 
221	79 
222	35 
223	21 
224	31 
225	35 
226	15 
227	50 
228	19 
229	53 
230	55 
231	54 
232	50 
233	78 
234	33 
235	91 
236	7 
237	49 
238	63 
239	8 
240	49 
241	31 
242	49 
243	64 
244	80 
245	69 
246	103 
247	79 
248	85 
249	46 
250	97 
251	54 
252	11 
253	34 
254	45 
255	19 
256	65 
257	84 
258	47 
259	63 
260	15 
261	16 
262	39 
263	16 
264	85 
265	30 
266	34 
267	2 
268	102 
269	55 
270	30 
271	33 
272	35 
273	104 
274	44 
275	64 
276	80 
277	3 
278	31 
279	26 
280	41 
281	53 
282	102 
283	64 
284	14 
285	72 
286	95 
287	90 
288	53 
289	73 
290	11 
291	41 
292	29 
293	56 
294	103 
295	85 
296	95 
297	42 
298	75 
299	77 
300	80 
301	83 
302	15 
303	14 
304	54 
305	72 
306	72 
307	93 
308	13 
309	30 
310	92 
311	64 
312	96 
313	101 
314	25 
315	38 
316	38 
317	84 
318	76 
319	18 
320	62 
321	93 
322	92 
323	58 
324	41 
325	51 
326	25 
327	65 
328	21 
329	5 
330	101 
331	43 
332	13 
333	97 
334	61 
335	48 
336	52 
337	74 
338	55 
339	52 
340	15 
341	19 
342	38 
343	69 
344	71 
345	43 
346	19 
347	5 
348	53 
349	41 
350	24 
351	80 
352	60 
353	17 
354	86 
355	66 
356	71 
357	37 
358	38 
359	99 
360	99 
361	41 
362	2 
363	70 
364	3 
365	25 
366	55 
367	72 
368	56 
369	15 
370	60 
371	84 
372	83 
373	13 
374	50 
375	101 
376	29 
377	8 
378	35 
379	8 
380	47 
381	23 
382	19 
383	94 
384	71 
385	84 
386	71 
387	61 
388	55 
389	58 
390	43 
391	85 
392	43 
393	65 
394	62 
395	45 
396	83 
397	102 
398	75 
399	75 
400	54 
401	7 
402	99 
403	46 
404	61 
405	46 
406	38 
407	45 
408	83 
409	96 
410	35 
411	55 
412	12 
413	85 
414	71 
415	69 
416	77 
417	2 
418	13 
419	44 
420	4 
421	63 
422	29 
423	10 
424	59 
425	49 
426	8 
427	15 
428	60 
429	3 
430	88 
431	53 
432	58 
433	52 
434	55 
435	94 
436	101 
437	69 
438	47 
439	56 
440	33 
441	4 
442	14 
443	86 
444	20 
445	81 
446	25 
447	27 
448	49 
449	99 
450	30 
451	41 
452	63 
453	43 
454	53 
455	44 
456	66 
457	84 
458	68 
459	55 
460	66 
461	104 
462	15 
463	66 
464	15 
465	35 
466	72 
467	79 
468	19 
469	25 
470	72 
471	79 
472	7 
473	63 
474	37 
475	19 
476	53 
477	57 
478	3 
479	64 
480	7 
481	71 
482	80 
483	22 
484	65 
485	16 
486	88 
487	46 
488	16 
489	83 
490	59 
491	21 
492	50 
493	43 
494	85 
495	56 
496	51 
497	71 
498	14 
499	95 
500	84 
501	4 
502	72 
503	29 
504	34 
505	41 
506	5 
507	69 
508	20 
509	32 
510	101 
511	33 
512	50 
513	84 
514	50 
515	64 
516	97 
517	9 
518	60 
519	34 
520	55 
521	11 
522	26 
523	17 
524	24 
525	15 
526	96 
527	50 
528	71 
529	29 
530	94 
531	19 
532	18 
533	12 
534	1 
535	77 
536	70 
537	39 
538	40 
539	56 
540	91 
541	30 
542	84 
543	56 
544	57 
545	61 
546	21 
547	10 
548	26 
549	95 
550	84 
551	71 
552	52 
553	13 
554	85 
555	31 
556	13 
557	83 
558	79 
559	58 
560	7 
561	46 
562	92 
563	62 
564	84 
565	83 
566	48 
567	41 
568	53 
569	53 
570	21 
571	31 
572	51 
573	58 
574	62 
575	97 
576	54 
577	79 
578	98 
579	66 
580	46 
581	19 
582	69 
583	64 
584	73 
585	60 
586	80 
587	77 
588	31 
589	6 
590	5 
591	34 
592	38 
593	61 
594	93 
595	61 
596	19 
597	12 
598	86 
599	19 
600	81 
601	66 
602	67 
603	27 
604	50 
605	13 
606	75 
607	19 
608	82 
609	103 
610	50 
611	99 
612	7 
613	80 
614	80 
615	69 
616	53 
617	50 
618	26 
619	11 
620	64 
621	50 
622	91 
623	82 
624	43 
625	41 
626	60 
627	14 
628	91 
629	82 
630	72 
631	54 
632	38 
633	30 
634	84 
635	34 
636	14 
637	66 
638	17 
639	86 
640	62 
641	74 
642	17 
643	21 
644	98 
645	45 
646	55 
647	92 
648	50 
649	59 
650	90 
651	53 
652	24 
653	39 
654	42 
655	45 
656	31 
657	76 
658	17 
659	91 
660	62 
661	82 
662	15 
663	69 
664	73 
665	38 
666	104 
667	36 
668	38 
669	80 
670	11 
671	55 
672	10 
673	20 
674	59 
675	86 
676	55 
677	73 
678	31 
679	65 
680	32 
681	31 
682	98 
683	52 
684	60 
685	69 
686	38 
687	61 
688	76 
689	90 
690	8 
691	57 
692	63 
693	22 
694	30 
695	38 
696	27 
697	37 
698	17 
699	7 
700	103 
701	55 
702	19 
703	101 
704	22 
705	56 
706	6 
707	49 
708	56 
709	51 
710	80 
711	60 
712	64 
713	90 
714	17 
715	77 
716	20 
717	30 
718	59 
719	88 
720	28 
721	72 
722	3 
723	45 
724	58 
725	102 
726	81 
727	6 
728	75 
729	73 
730	45 
731	98 
732	71 
733	80 
734	32 
735	22 
736	49 
737	88 
738	21 
739	38 
740	15 
741	64 
742	63 
743	15 
744	33 
745	21 
746	44 
747	8 
748	25 
749	26 
750	35 
751	103 
752	89 
753	18 
754	104 
755	57 
756	58 
757	71 
758	64 
759	48 
760	15 
761	19 
762	6 
763	63 
764	31 
765	1 
766	89 
767	35 
768	52 
769	93 
770	82 
771	94 
772	13 
773	45 
774	17 
775	87 
776	58 
777	37 
778	102 
779	79 
780	26 
781	65 
782	56 
783	85 
784	52 
785	96 
786	89 
787	56 
788	66 
789	84 
790	21 
791	18 
792	40 
793	53 
794	9 
795	20 
796	104 
797	59 
798	54 
799	46 
800	74 
801	63 
802	22 
803	45 
804	86 
805	92 
806	14 
807	62 
808	44 
809	64 
810	55 
811	30 
812	55 
813	88 
814	30 
815	77 
816	61 
817	34 
818	58 
819	37 
820	76 
821	34 
822	86 
823	28 
824	89 
825	66 
826	41 
827	4 
828	45 
829	18 
830	57 
831	44 
832	90 
833	89 
834	50 
835	53 
836	3 
837	4 
838	79 
839	68 
840	81 
841	94 
842	34 
843	76 
844	61 
845	89 
846	72 
847	24 
848	45 
849	82 
850	73 
851	93 
852	56 
853	45 
854	2 
855	24 
856	17 
857	78 
858	21 
859	63 
860	20 
861	84 
862	45 
863	91 
864	19 
865	85 
866	38 
867	56 
868	97 
869	99 
870	43 
871	71 
872	51 
873	35 
874	8 
875	79 
876	31 
877	14 
878	39 
879	15 
880	30 
881	27 
882	50 
883	90 
884	15 
885	81 
886	9 
887	95 
888	15 
889	87 
890	21 
891	44 
892	89 
893	38 
894	51 
895	71 
896	53 
897	40 
898	72 
899	23 
900	88 
901	43 
902	103 
903	72 
904	41 
905	28 
906	47 
907	49 
908	79 
909	30 
910	39 
911	26 
912	30 
913	48 
914	71 
915	46 
916	85 
917	23 
918	50 
919	63 
920	90 
921	49 
922	63 
923	82 
924	19 
925	16 
926	101 
927	103 
928	67 
929	20 
930	53 
931	47 
932	33 
933	53 
934	61 
