1	254
1	377
1	610
1	666
1	828
1	912
1	936
1	943
1	995
1	999
2	541
2	573
2	720
2	740
2	850
2	854
2	893
2	939
2	959
2	977
3	65
3	246
3	357
3	394
3	535
3	585
3	602
3	639
3	663
3	775
4	19
4	274
4	450
4	527
4	747
4	794
4	938
4	956
4	985
4	989
5	262
5	613
5	693
5	804
5	930
5	975
5	988
5	992
5	993
5	997
6	490
6	495
6	604
6	657
6	670
6	753
6	755
6	781
6	847
6	849
7	134
7	347
7	478
7	657
7	711
7	744
7	777
7	781
7	849
7	882
8	52
8	426
8	641
8	686
8	688
8	709
8	775
8	787
8	810
8	900
9	50
9	142
9	188
9	253
9	275
9	300
9	320
9	409
9	414
9	700
10	72
10	76
10	102
10	120
10	164
10	196
10	210
10	270
10	419
10	983
11	140
11	330
11	471
11	621
11	724
11	748
11	750
11	800
11	887
11	892
12	46
12	212
12	289
12	316
12	371
12	458
12	468
12	579
12	629
12	672
13	283
13	285
13	315
13	460
13	561
13	582
13	599
13	654
13	726
13	951
14	247
14	738
14	831
14	853
14	857
14	947
14	952
14	986
14	987
14	994
15	413
15	597
15	642
15	685
15	725
15	930
15	975
15	992
15	993
15	998
16	166
16	217
16	263
16	345
16	390
16	408
16	446
16	463
16	702
16	941
17	496
17	626
17	692
17	774
17	865
17	873
17	891
17	925
17	967
17	968
18	289
18	513
18	529
18	576
18	683
18	693
18	742
18	799
18	822
18	836
19	4
19	275
19	486
19	559
19	708
19	739
19	747
19	929
19	956
19	989
20	206
20	460
20	561
20	582
20	586
20	599
20	606
20	654
20	726
20	974
21	187
21	256
21	305
21	773
21	852
21	863
21	864
21	898
21	974
21	981
22	234
22	369
22	375
22	394
22	396
22	454
22	535
22	663
22	761
22	886
23	401
23	567
23	675
23	785
23	791
23	814
23	975
23	976
23	988
23	997
24	166
24	274
24	403
24	649
24	762
24	817
24	860
24	978
24	985
24	989
25	677
25	680
25	708
25	712
25	717
25	843
25	844
25	861
25	886
25	940
26	626
26	723
26	763
26	803
26	919
26	939
26	949
26	951
26	957
26	964
27	37
